author,year,date_mm_dd,content,word_count
wesley,1769,02-10,"I went to Deptford, on purpose to see honest William Brown, worn out with age and pain, and long confined 1 ‘ Dined, a troop of us, at Mr. Judd’s. Thence I walked to Lydia Vandome’s, and gave her the sacrament. Mrs. Radcliffe was there, a lady from Bath, begotten again in an hymn of mine.’ (Letter of Charles Wesley to his wife (LXXI), Journal, vol. ii. p. 248.) 3 Martial, Epigr. ii. 86. The two lines of which this is one have been rendered thus : Laborious trifles folly show, And fools alone such labour know. The poet is replying to the charge that he could not write verses with curious metrical peculiarities. (Webb, Martial for English Readers, quoted in W.H.S. 3 He wrote to Mr. Costerdine, one of his preachers (who entered the ministry in 1764, and whose licence, to preach was published in the W.M. Mag. 1845, p. 574 ; see also Wesley’s letter to him, p. 578), with reference to the building of a chapel at Doncaster. See above, p. 243, note 1, where Wesley explains to Mr. Costerdine the plan for liquidating the Connexional debt. J&hn Wesley s Journal [Feb. 1769. 3©o to his bed, without the use of either hand or foot. But he has the use of his understanding and his tongue, and testifies that God does all things well ; that he has no doubt or fear, but is cheerfully waiting till his change shall come.",244
wesley,1769,02-16,"Supposing we had but five-and-forty miles to Yarmouth, I did not set out till near seven. But it proved threescore ; likewise it rained all day, and part of the road was very bad. However, God strengthened both man and beast ; so we reached it before six in the evening. As we were both thoroughly wet, I was a little afraid for my companion, who was much older than me, though he had not lived so many years. But neither of us was any worse. The congregation was the largest I ever saw at Yarmouth ; and I spoke far more plainly (if not roughly) than ever I did before. But I doubt if, after all the stumbling-blocks laid in their way, anything will sink into their hearts.1 2 Fri. 1 7. — I abridged Dr. Watts’s pretty Treatise on the Passions? His hundred and seventy-seven pages will make a useful tract of four-and-twenty. Why do persons who treat the same subjects with me, write so much larger books ? Of many reasons, is not this the chief — we do not write with the same view ? Their prmcipal end is to get money ; my only one to do good.",203
wesley,1769,02-19,"At seven I administered the Lord’s Supper to about a hundred and seventy serious communicants. One person then found peace with God, and many were comforted. In the evening, finding the house would not contain one-third 1 On this day he wrote to Mrs. Wood- house from London ( IV. M. Mag. 1849, p. 815). 2 The full title is Treatise on the Love of God, and on the Use and Abuse of the Passions. London, 1729. Wesley’s abridgement appeared in the Arm. Mag. 1782, p. 200, and 1783, as ‘An Account of the Passions, or Natural Affections: extracted from Dr. Watts.’ It does not appear to have been published separately. For Watts’s philosophy see Leslie Stephen’s English Thought in the Eighteenth Century, vol. ii. p. 386. 5 * *u*7h ™ < "" • a "" 5 i V ' V \ P ]J I A j-s Vxi ,4 js l >■ \J 4 '' ) , ^i^r/4 *'l I ' £ ■/>* ' ""K i r^Li^xJ K'4-^'kt U !&J wtii. Mi*}. ^ 4''s* v £~sx>^ < 0$ v i S ^ V i-W ■> kW X -^S4r. >.< r jv> ^ i^%f4 7,^ ^4 v . ? ■><.> ij .J % J i ^ x ' 4^\ $ ■'■. ' .,>x N c , .v Sjf- f4l-'|i^it J ^ <v ^ V^ ^ \ • * * < ^4- M C S r' ^’4q4 4 5 t^#i ■ - , J t \ < 4'i ?■ $ t* 4 ^ I ■ 1 * r' ^ H-i w x 1 uvi J i^T H i i .4 ^sa .",270
wesley,1769,02-19,"'n (4 < i4' S 4^ C;P4\> ^ 4 y £ mar FACSIMILE PAGE FROM THE LIST OF MEMBERS OF THE LONDON SOCIETY IN FEBRUARY 1 769 (PROBABLY WRITTEN IN THE CHAISE). March 1769.] Conversation with Whitefield of the congregation, I was obliged to stand in the open air — a sight which has not been seen at Norwich for many years. Yet all the people were still, and deeply attentive, two or three wild Antinomians excepted. I preached on the Gospel for the day — the Woman of Canaan. I believe God spake to many hearts ; but who will obey His voice ?",105
wesley,1769,02-22,"I rode to Lakenheath, and had more hearers there than I had had for several years. I spoke exceeding plain in the evening ; one fruit of which was that the house was filled at five in the morning. Thence I returned to Bury [St. Edmunds], and found the same little lively company, whose spirit seemed to reach the whole congregation. I know not when I have observed such a constraining power as while I was enforcing ‘ Seek ye the Lord while He may be found ; call upon Him while He is near.’",95
wesley,1769,02-27,"I had one more agreeable conversation with my old friend and fellow labourer, George Whitefield. His soul appeared to be vigorous still, but his body was sinking apace ; and, unless God interposes with His mighty hand, he must soon finish his labours.2 March 2, Thur. — I buried the remains of Michael Hayes, a good old soldier of Jesus Christ. He had lived above a hundred and four years, and mostly in vigorous health. His speech and understanding continued to the last ; and as he lived, so he died, praising God.",93
wesley,1769,03-05,"After preaching at Spitalfields in the morning, and at West Street in the afternoon, I went to Brentford ; on Monday to Hungerford ; and the next day to Bath. On the road I read over Dr. Campbell’s excellent answer to David Hume’s insolent book against miracles 3 ; and Dr. Brown’s keen Animad- 1 He wrote to ‘A Young Disciple’ {Works, vol. xii. p. 439) ; on March I, to Miss Hilton {Works, vol. xii. p. 373) ; and again on March 3 to Lady Maxwell ( Works, vol. xii. p. 344). 2 Whitefield, who died Sept. 30, 1770, retained his vigour to the last. See below, p. 396. 3 Dr. George Campbell was Professor of Divinity at Aberdeen. His Disserta- John Wesley's Journal [March 1769. versions on the Characteristics of Lord Shaftesbury — another lively, half-thinking writer. In the evening my brother read prayers, and I preached, in the Countess of Huntingdon’s chapel.* 1 The congregation was very large and very attentive. Let us despair of nothing.",169
wesley,1769,03-08,"I preached at Bristol, and met the society. The next three days I examined them, as usual, one by one, and found some increase in number, with much increase in peace and love.",33
wesley,1769,03-13,"I set out northward. We had fine weather for a while; then the wind rose, and the rain came down amain. We were thoroughly wet before we came to Stroud, but took no cold at all. At six the house was, as usual, quite filled, though the wind and rain kept many strangers away. The people appeared to be all alive, and ready to devour the word. Afterwards we had a lovefeast, at which many, both men and women, spoke, with all simplicity, what God had done for their souls.",90
wesley,1769,03-14,"After preaching to a large congregation at five, we rode toward Tewkesbury ; notice having been given of my preaching about noon at a house a mile from the town. But we could not get to it, the floods were so high ; so I intended to go straight to Worcester. But one informing me a congregation from all parts was waiting, we set out another way, and waded through the water. This congregation, too, seemed quite earnest ; so that I did not regret my labour.2 But the going and coming tion on Miracles contained an examination of the principles advanced by David Hume, with correspondence on the subject. For this, for Hume’s essay, and for Dr. John Brown’s Essay on Shaftesbury’s Characteristics , see W.H.S. vol. iv. p. 174 ; also Stephen, English Thought in Eighteenth Century , vol. ii. p. 44; Byrom’s Poems (Chetham Society), i. 436. Campbell’s answer was the only one to which Hume condescended to reply. 1 Early in the month of January this year Lady Huntingdon arrived in London full of plans. Her house was in Portland Row, Cavendish Square, where Whitefield, Wesley, Romaine and others frequently preached. Meantime her ladyship’s chapel at Bath was supplied by the Wesleys and others. See Life of C. of Huntingdon, vol. ii. p. 126. 2 ‘In the way’ from Gloucester to Tewkesbury, but a little out of the way from the modern high road, lived Samuel Vernon and his five daughters (see below, March 17, 1790). The house, but little altered, is still occupied. It stands in an old orchard, and had, until recently, a large cider-press.",271
